Player Grades
7.50
7.10
7.00
7.00
7.00
7.00
7.00
6.80
6.80
6.80
6.80
NA
6.80
6.80
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.40
6.40
6.40
6.40
6.40
6.40
6.40
6.30
6.30
6.30
6.30
6.20
6.20
6.20
6.20
6.20
6.20
6.20
NA
6.20
6.20
6.20
6.20
6.20
6.20
NA
6.20
6.20
6.20
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
6.10
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.90
5.80
5.80
5.80
NA
5.80
NA
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
NA
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
NA
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.80
5.60
NA
5.60
5.60
5.60
5.60
NA
5.60
5.60
NA
5.60
5.60
NA
5.60
5.60
5.60
5.60
NA
5.60
NA
5.60
5.60
5.60
5.60
NA
5.60
5.60
NA
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
NA
5.60
NA
5.60
5.60
5.60
5.60
5.60
5.60
5.60
NA
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
NA
5.60
NA
5.60
5.60
NA
5.60
5.60
NA
5.60
5.60
NA
5.60
5.60
5.60
5.60
5.60
5.60
5.60
5.60
NA
5.60
NA
NA
5.60
5.60
NA
5.60
5.60
5.60
5.60
5.60
5.60
5.60
NA
5.60
NA
5.60
NA
5.60
5.60
5.60
NA
5.60
5.60
5.60
NA
5.50
NA
5.50
5.50
5.50
NA
5.50
NA
5.50
5.50
5.50
5.50
5.50
NA
5.50
NA
5.50
5.50
5.50
NA
5.50
5.50
NA
5.50
NA
5.50
5.50
5.50
NA
5.50
NA
5.50
5.50
5.50
5.50
NA
5.50
NA
5.50
NA
5.50
5.50
5.50
NA
5.50
5.50
NA
5.50
5.50
5.50
5.50
5.50
5.50
5.50
NA
5.50
5.50
5.50
5.50
5.50
NA
5.50
5.50
5.50
5.50
5.50
5.50
5.50
5.50
5.50
5.50
5.50
5.50
5.50
5.50
NA
NA
5.40
NA
5.40
5.40
NA
5.40
5.40
NA
5.40
5.40
5.40
5.40
5.40
NA
5.40
5.40
5.40
5.40
5.40
5.40
5.40
5.40
5.40
NA
5.40
NA
5.40
5.40
NA
NA
5.40
NA
5.40
5.40
NA
5.40
NA
5.40
5.40
5.10
NA
5.10
5.10
NA
5.10
5.10
5.10
5.10
5.10
5.10
5.10
5.10
NA
5.10
5.10
5.10
5.10
NA
5.10
5.10
5.10
NA
5.10
NA
NA
5.10
NA
5.10
5.10
5.10
NA
5.10
NA
5.10
5.10
5.10
5.10
5.10
5.10
NA
5.10
NA
5.10
5.10
5.10
NA
5.10
NA
5.10
5.10
NA
5.10
NA
5.10
NA
5.10
5.10
5.10
5.10
5.10
5.10
NA
5.10
NA
5.10
NA
5.10
NA
5.10
NA
5.10
5.10
5.10
NA
5.10
5.10
5.10
NA
5.10
NA
5.10
NA
5.10
5.10
5.00
5.00
7.40
7.10
7.00
7.00
6.80
6.80
6.80
6.80
6.80
6.80
6.80
6.80
6.80
6.70
6.70
6.70
NA
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.70
6.40
6.40
